STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;eor
       5344;18850601;    5;   0.0;   0;-999;eor
       5344;18850602;    5;   0.0;   0;-999;eor
       5344;18850603;    5;   0.0;   0;-999;eor
       5344;18850604;    5;   0.0;   0;-999;eor
       5344;18850605;    5;   0.0;   0;-999;eor
       5344;18850606;    5;   0.0;   0;-999;eor
       5344;18850607;    5;   0.4;   1;-999;eor
       5344;18850608;    5;   7.1;   1;-999;eor
       5344;18850609;    5;   0.0;   0;-999;eor
       5344;18850610;    5;   0.0;   0;-999;eor
       5344;18850611;    5;   0.0;   0;-999;eor
       5344;18850612;    5;   0.0;   0;-999;eor
       5344;18850613;    5;   0.0;   0;-999;eor
       5344;18850614;    5;   0.0;   0;-999;eor
       5344;18850615;    5;   0.0;   0;-999;eor
       5344;18850616;    5;   3.5;   1;-999;eor
       5344;18850617;    5;   0.0;   0;-999;eor
       5344;18850618;    5;   1.8;   1;-999;eor
       5344;18850619;    5;   8.3;   1;-999;eor
       5344;18850620;    5;   0.0;   0;-999;eor
       5344;18850621;    5;   0.0;   0;-999;eor
       5344;18850622;    5;   0.0;   0;-999;eor
       5344;18850623;    5;   0.0;   0;-999;eor
       5344;18850624;    5;   1.8;   1;-999;eor
       5344;18850625;    5;   0.0;   0;-999;eor
       5344;18850626;    5;   0.0;   0;-999;eor
       5344;18850627;    5;   0.0;   0;-999;eor
       5344;18850628;    5;   0.0;   0;-999;eor
       5344;18850629;    5;   0.0;   0;-999;eor
       5344;18850630;    5;   0.0;   0;-999;eor
       5344;18850701;    5;   0.0;   0;-999;eor
       5344;18850702;    5;   0.0;   0;-999;eor
       5344;18850703;    5;   0.0;   0;-999;eor
       5344;18850704;    5;   0.0;   0;-999;eor
       5344;18850705;    5;   0.0;   0;-999;eor
       5344;18850706;    5;   0.0;   0;-999;eor
       5344;18850707;    5;   0.0;   0;-999;eor
       5344;18850708;    5;   1.7;   1;-999;eor
       5344;18850709;    5;   0.0;   0;-999;eor
       5344;18850710;    5;   0.0;   0;-999;eor
       5344;18850711;    5;   8.3;   1;-999;eor
       5344;18850712;    5;   0.3;   1;-999;eor
       5344;18850713;    5;   0.6;   1;-999;eor
       5344;18850714;    5;   0.0;   0;-999;eor
       5344;18850715;    5;   0.0;   0;-999;eor
       5344;18850716;    5;   2.0;   1;-999;eor
       5344;18850717;    5;   0.0;   0;-999;eor
       5344;18850718;    5;   0.0;   0;-999;eor
       5344;18850719;    5;   2.2;   1;-999;eor
       5344;18850720;    5;   1.7;   1;-999;eor
       5344;18850721;    5;   0.0;   0;-999;eor
       5344;18850722;    5;   0.0;   0;-999;eor
       5344;18850723;    5;   0.0;   0;-999;eor
       5344;18850724;    5;   0.0;   0;-999;eor
       5344;18850725;    5;   0.0;   0;-999;eor
       5344;18850726;    5;   0.0;   0;-999;eor
       5344;18850727;    5;   0.0;   0;-999;eor
       5344;18850728;    5;   0.0;   0;-999;eor
       5344;18850729;    5;   0.0;   0;-999;eor
       5344;18850730;    5;   0.0;   0;-999;eor
       5344;18850731;    5;   0.0;   0;-999;eor
       5344;18850801;    5;   0.0;   0;-999;eor
       5344;18850802;    5;   0.0;   0;-999;eor
       5344;18850803;    5;   0.0;   0;-999;eor
       5344;18850804;    5;   0.0;   0;-999;eor
       5344;18850805;    5;   0.0;   0;-999;eor
       5344;18850806;    5;  11.1;   1;-999;eor
       5344;18850807;    5;   5.8;   1;-999;eor
       5344;18850808;    5;   0.0;   0;-999;eor
       5344;18850809;    5;   0.0;   0;-999;eor
       5344;18850810;    5;   0.0;   0;-999;eor
       5344;18850811;    5;   0.0;   0;-999;eor
       5344;18850812;    5;   0.0;   0;-999;eor
       5344;18850813;    5;   2.0;   1;-999;eor
       5344;18850814;    5;   0.0;   0;-999;eor
       5344;18850815;    5;   0.0;   0;-999;eor
       5344;18850816;    5;   5.3;   1;-999;eor
       5344;18850817;    5;   1.7;   1;-999;eor
       5344;18850818;    5;   3.4;   1;-999;eor
       5344;18850819;    5;  13.6;   1;-999;eor
       5344;18850820;    5;   0.0;   0;-999;eor
       5344;18850821;    5;   0.0;   0;-999;eor
       5344;18850822;    5;  11.8;   1;-999;eor
       5344;18850823;    5;   0.7;   1;-999;eor
       5344;18850824;    5;   0.0;   0;-999;eor
       5344;18850825;    5;   0.0;   0;-999;eor
       5344;18850826;    5;   0.0;   0;-999;eor
       5344;18850827;    5;   0.0;   0;-999;eor
       5344;18850828;    5;   0.0;   0;-999;eor
       5344;18850829;    5;   0.0;   0;-999;eor
       5344;18850830;    5;   0.0;   0;-999;eor
       5344;18850831;    5;   0.0;   0;-999;eor
       5344;18850901;    5;   0.0;   0;-999;eor
       5344;18850902;    5;   0.0;   0;-999;eor
       5344;18850903;    5;   3.8;   1;-999;eor
       5344;18850904;    5;  33.2;   1;-999;eor
       5344;18850905;    5;   3.9;   1;-999;eor
       5344;18850906;    5;   6.0;   1;-999;eor
       5344;18850907;    5;   3.8;   1;-999;eor
       5344;18850908;    5;   3.6;   1;-999;eor
       5344;18850909;    5;  13.3;   1;-999;eor
       5344;18850910;    5;   1.4;   1;-999;eor
       5344;18850911;    5;   3.2;   1;-999;eor
       5344;18850912;    5;   3.7;   1;-999;eor
       5344;18850913;    5;   0.0;   0;-999;eor
       5344;18850914;    5;   1.3;   1;-999;eor
       5344;18850915;    5;   0.0;   0;-999;eor
       5344;18850916;    5;  10.7;   1;-999;eor
       5344;18850917;    5;   0.0;   0;-999;eor
       5344;18850918;    5;   0.0;   0;-999;eor
       5344;18850919;    5;   0.0;   0;-999;eor
       5344;18850920;    5;   0.4;   1;-999;eor
       5344;18850921;    5;   0.0;   0;-999;eor
       5344;18850922;    5;   0.0;   0;-999;eor
       5344;18850923;    5;   1.7;   1;-999;eor
       5344;18850924;    5;   9.7;   1;-999;eor
       5344;18850925;    5;   0.0;   0;-999;eor
       5344;18850926;    5;   3.8;   1;-999;eor
       5344;18850927;    5;   0.0;   0;-999;eor
       5344;18850928;    5;   1.4;   1;-999;eor
       5344;18850929;    5;   0.0;   0;-999;eor
       5344;18850930;    5;   3.5;   1;-999;eor
       5344;18851001;    5;  17.5;   1;-999;eor
       5344;18851002;    5;   2.3;   1;-999;eor
       5344;18851003;    5;   0.0;   0;-999;eor
       5344;18851004;    5;   1.8;   1;-999;eor
       5344;18851005;    5;   8.6;   1;-999;eor
       5344;18851006;    5;  17.2;   1;-999;eor
       5344;18851007;    5;   4.1;   1;-999;eor
       5344;18851008;    5;   4.8;   1;-999;eor
       5344;18851009;    5;   2.3;   1;-999;eor
       5344;18851010;    5;   0.0;   0;-999;eor
       5344;18851011;    5;   2.3;   1;-999;eor
       5344;18851012;    5;   2.3;   1;-999;eor
       5344;18851013;    5;   0.7;   1;-999;eor
       5344;18851014;    5;   0.0;   0;-999;eor
       5344;18851015;    5;   0.0;   0;-999;eor
       5344;18851016;    5;   0.2;   1;-999;eor
       5344;18851017;    5;   4.8;   1;-999;eor
       5344;18851018;    5;   3.4;   1;-999;eor
       5344;18851019;    5;   1.5;   1;-999;eor
       5344;18851020;    5;   0.9;   1;-999;eor
       5344;18851021;    5;   1.6;   1;-999;eor
       5344;18851022;    5;   0.2;   1;-999;eor
       5344;18851023;    5;   7.0;   1;-999;eor
       5344;18851024;    5;   6.2;   1;-999;eor
       5344;18851025;    5;   4.0;   1;-999;eor
       5344;18851026;    5;   8.9;   1;-999;eor
       5344;18851027;    5;   6.1;   1;-999;eor
       5344;18851028;    5;   5.5;   1;-999;eor
       5344;18851029;    5;   4.4;   1;-999;eor
       5344;18851030;    5;   0.0;   0;-999;eor
       5344;18851031;    5;   0.0;   0;-999;eor
       5344;18851101;    5;   0.0;   0;-999;eor
       5344;18851102;    5;   0.3;   1;-999;eor
       5344;18851103;    5;   0.0;   0;-999;eor
       5344;18851104;    5;   1.9;   1;-999;eor
       5344;18851105;    5;   0.3;   1;-999;eor
       5344;18851106;    5;   0.0;   0;-999;eor
       5344;18851107;    5;   0.0;   0;-999;eor
       5344;18851108;    5;   0.0;   0;-999;eor
       5344;18851109;    5;   0.0;   0;-999;eor
       5344;18851110;    5;   0.0;   0;-999;eor
       5344;18851111;    5;   0.0;   0;-999;eor
       5344;18851112;    5;   0.2;   1;-999;eor
       5344;18851113;    5;   0.7;   1;-999;eor
