STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       1032;19410101;    5;   0.0;   0;   1;-999;eor
       1032;19410102;    5;   0.0;   0;   1;-999;eor
       1032;19410103;    5;   0.1;   7;   1;-999;eor
       1032;19410104;    5;   0.0;   7;   0;-999;eor
       1032;19410105;    5;   0.0;   7;   0;-999;eor
       1032;19410106;    5;   0.0;   7;   0;-999;eor
       1032;19410107;    5;   0.0;   7;   0;-999;eor
       1032;19410108;    5;   0.0;   7;   0;-999;eor
       1032;19410109;    5;   0.0;   0;   0;-999;eor
       1032;19410110;    5;   0.0;   0;   0;-999;eor
       1032;19410111;    5;   0.0;   0;   0;-999;eor
       1032;19410112;    5;   3.7;   7;   0;-999;eor
       1032;19410113;    5;   3.5;   8;   5;-999;eor
       1032;19410114;    5;   2.3;   7;   7;-999;eor
       1032;19410115;    5;   0.5;   7;   7;-999;eor
       1032;19410116;    5;   0.0;   7;   8;-999;eor
       1032;19410117;    5;   0.6;   7;   8;-999;eor
       1032;19410118;    5;   3.3;   7;   8;-999;eor
       1032;19410119;    5;   3.7;   8;  12;-999;eor
       1032;19410120;    5;  14.4;   1;   4;-999;eor
       1032;19410121;    5;   0.6;   1;   0;-999;eor
       1032;19410122;    5;   0.5;   1;-999;-999;eor
       1032;19410123;    5;   0.0;   0;-999;-999;eor
       1032;19410124;    5;   0.8;   1;-999;-999;eor
       1032;19410125;    5;   0.0;   0;-999;-999;eor
       1032;19410126;    5;   0.0;   0;-999;-999;eor
       1032;19410127;    5;   0.0;   0;-999;-999;eor
       1032;19410128;    5;   0.0;   0;-999;-999;eor
       1032;19410129;    5;   0.0;   0;-999;-999;eor
       1032;19410130;    5;   0.0;   0;-999;-999;eor
       1032;19410131;    5;   0.0;   0;-999;-999;eor
       1032;19410201;    5;   2.4;   8;-999;-999;eor
       1032;19410202;    5;   5.2;   7;   2;-999;eor
       1032;19410203;    5;   1.6;   7;  11;-999;eor
       1032;19410204;    5;   1.3;   7;  12;-999;eor
       1032;19410205;    5;   0.0;   0;  12;-999;eor
       1032;19410206;    5;   0.0;   0;  10;-999;eor
       1032;19410207;    5;   0.5;   8;   9;-999;eor
       1032;19410208;    5;   0.4;   1;   0;-999;eor
       1032;19410209;    5;   0.0;   0;-999;-999;eor
       1032;19410210;    5;   1.5;   1;-999;-999;eor
       1032;19410211;    5;   0.0;   0;-999;-999;eor
       1032;19410212;    5;   1.2;   1;-999;-999;eor
       1032;19410213;    5;   3.6;   1;-999;-999;eor
       1032;19410214;    5;   0.0;   0;-999;-999;eor
       1032;19410215;    5;   0.0;   1;-999;-999;eor
       1032;19410216;    5;   1.0;   1;-999;-999;eor
       1032;19410217;    5;   0.4;   1;-999;-999;eor
       1032;19410218;    5;   1.2;   1;-999;-999;eor
       1032;19410219;    5;   1.6;   8;-999;-999;eor
       1032;19410220;    5;   0.1;   7;   0;-999;eor
       1032;19410221;    5;   0.0;   7;-999;-999;eor
       1032;19410222;    5;   0.0;   7;   0;-999;eor
       1032;19410223;    5;   3.5;   7;-999;-999;eor
       1032;19410224;    5;   0.0;   7;   6;-999;eor
       1032;19410225;    5;   0.7;   7;   1;-999;eor
