STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       1303;19350101;    5;   6.2;   1;-999;-999;eor
       1303;19350102;    5;   0.1;   1;-999;-999;eor
       1303;19350103;    5;   2.9;   1;-999;-999;eor
       1303;19350104;    5;   6.2;   1;-999;-999;eor
       1303;19350105;    5;   4.8;   1;-999;-999;eor
       1303;19350106;    5;   2.2;   1;-999;-999;eor
       1303;19350107;    5;   1.0;   1;-999;-999;eor
       1303;19350108;    5;   0.0;   0;-999;-999;eor
       1303;19350109;    5;   0.0;   0;-999;-999;eor
       1303;19350110;    5;   0.0;   0;-999;-999;eor
       1303;19350111;    5;   0.0;   0;-999;-999;eor
       1303;19350112;    5;   0.5;   1;-999;-999;eor
       1303;19350113;    5;   1.0;   1;-999;-999;eor
       1303;19350114;    5;   1.9;   1;-999;-999;eor
       1303;19350115;    5;   1.3;   1;-999;-999;eor
       1303;19350116;    5;   1.2;   1;-999;-999;eor
       1303;19350117;    5;   1.0;   1;-999;-999;eor
       1303;19350118;    5;   0.0;   0;-999;-999;eor
       1303;19350119;    5;   0.0;   0;-999;-999;eor
       1303;19350120;    5;   1.2;   1;-999;-999;eor
       1303;19350121;    5;   3.6;   1;-999;-999;eor
       1303;19350122;    5;   0.9;   1;-999;-999;eor
       1303;19350123;    5;   0.0;   0;-999;-999;eor
       1303;19350124;    5;   1.7;   1;-999;-999;eor
       1303;19350125;    5;  14.3;   1;-999;-999;eor
       1303;19350126;    5;   2.4;   1;-999;-999;eor
       1303;19350127;    5;   0.0;   0;-999;-999;eor
       1303;19350128;    5;   0.0;   0;-999;-999;eor
       1303;19350129;    5;   0.0;   0;-999;-999;eor
       1303;19350130;    5;   1.6;   1;-999;-999;eor
       1303;19350131;    5;   1.7;   1;-999;-999;eor
       1303;19350201;    5;  10.4;   1;-999;-999;eor
       1303;19350202;    5;   3.8;   1;-999;-999;eor
       1303;19350203;    5;  12.5;   1;-999;-999;eor
       1303;19350204;    5;   5.1;   1;-999;-999;eor
       1303;19350205;    5;   2.3;   1;-999;-999;eor
       1303;19350206;    5;   0.0;   0;-999;-999;eor
       1303;19350207;    5;   0.2;   1;-999;-999;eor
       1303;19350208;    5;   0.0;   0;-999;-999;eor
       1303;19350209;    5;   0.0;   0;-999;-999;eor
       1303;19350210;    5;   0.5;   1;-999;-999;eor
       1303;19350211;    5;   0.1;   1;-999;-999;eor
       1303;19350212;    5;   1.9;   1;-999;-999;eor
       1303;19350213;    5;   9.9;   1;-999;-999;eor
       1303;19350214;    5;   0.0;   0;-999;-999;eor
       1303;19350215;    5;   7.8;   1;-999;-999;eor
       1303;19350216;    5;   8.1;   1;-999;-999;eor
       1303;19350217;    5;   0.0;   0;-999;-999;eor
       1303;19350218;    5;   0.0;   0;-999;-999;eor
       1303;19350219;    5;   0.0;   0;-999;-999;eor
       1303;19350220;    5;   1.3;   1;-999;-999;eor
       1303;19350221;    5;   3.2;   1;-999;-999;eor
       1303;19350222;    5;   7.3;   1;-999;-999;eor
       1303;19350223;    5;   0.7;   1;-999;-999;eor
       1303;19350224;    5;   5.9;   1;-999;-999;eor
       1303;19350225;    5;   0.5;   1;-999;-999;eor
       1303;19350226;    5;   0.0;   0;-999;-999;eor
       1303;19350227;    5;   0.6;   1;-999;-999;eor
       1303;19350228;    5;   0.0;   0;-999;-999;eor
       1303;19350301;    5;   0.3;   1;-999;-999;eor
       1303;19350302;    5;   0.0;   0;-999;-999;eor
       1303;19350303;    5;   0.2;   1;-999;-999;eor
       1303;19350304;    5;   0.7;   1;-999;-999;eor
       1303;19350305;    5;  12.2;   1;-999;-999;eor
       1303;19350306;    5;   1.4;   1;-999;-999;eor
       1303;19350307;    5;   0.0;   0;-999;-999;eor
       1303;19350308;    5;   0.0;   0;-999;-999;eor
       1303;19350309;    5;   0.0;   0;-999;-999;eor
       1303;19350310;    5;   0.0;   0;-999;-999;eor
       1303;19350311;    5;   0.0;   0;-999;-999;eor
       1303;19350312;    5;   0.0;   0;-999;-999;eor
       1303;19350313;    5;   0.0;   0;-999;-999;eor
       1303;19350314;    5;   0.0;   0;-999;-999;eor
       1303;19350315;    5;   0.0;   0;-999;-999;eor
       1303;19350316;    5;   0.0;   0;-999;-999;eor
       1303;19350317;    5;   0.2;   1;-999;-999;eor
       1303;19350318;    5;   0.0;   0;-999;-999;eor
       1303;19350319;    5;   0.0;   0;-999;-999;eor
       1303;19350320;    5;   0.0;   0;-999;-999;eor
